Number,Title,Author,Status
3102,Binary trie structure,"Guillaume Ballet (@gballet), Vitalik Buterin (@vbuterin)",Draft
3455,SUDO Opcode,"William Morriss (@wjmelements), Baptiste Vauthey (@thabaptiser)",Draft
4337,Account Abstraction Using Alt Mempool,"Vitalik Buterin (@vbuterin), Yoav Weiss (@yoavw), Kristof Gazso (@kristofgazso), Namra Patel (@namrapatel), Dror Tirosh (@drortirosh), Shahaf Nacson (@shahafn), Tjaden Hess (@tjade273)",Draft
4393,Micropayments for NFTs and Multi Tokens,Jules Lai (@julesl23),Draft
4494,Permit for ERC-721 NFTs,"Simon Fremaux (@dievardump), William Schwab (@wschwab)",Draft
4675,Multi-Fractional Non-Fungible Tokens,David Kim (@powerstream3604),Draft
4788,Beacon block root in the EVM,"Alex Stokes (@ralexstokes), Ansgar Dietrichs (@adietrichs), Danny Ryan (@djrtwo)",Draft
4824,Common Interfaces for DAOs,"Joshua Tan (@thelastjosh), Isaac Patka (@ipatka), Ido Gershtein <[email protected]>, Eyal Eithcowich <[email protected]>, Michael Zargham (@mzargham), Sam Furter (@nivida)",Draft
4883,Composable SVG NFT,"Andrew B Coathup (@abcoathup), Alex (@AlexPartyPanda), Damian Martinelli (@damianmarti), blockdev (@0xbok), Austin Griffith (@austintgriffith)",Draft
4944,Contract with Exactly One Non-fungible Token,"Víctor Muñoz (@victormunoz), Josep Lluis de la Rosa (@peplluis7), Andres El-Fakdi (@Bluezfish)",Draft
4950,Entangled Tokens,"Víctor Muñoz (@victormunoz), Josep Lluis de la Rosa (@peplluis7), Easy Innova (@easyinnova)",Draft
4972,Name-Owned Account,"Shu Dong (@dongshu2013), Qi Zhou (@qizhou), Zihao Chen (@zihaoccc)",Draft
5000,MULDIV instruction,"Harikrishnan Mulackal (@hrkrshnn), Alex Beregszaszi (@axic), Pawe? Bylica (@chfast)",Draft
5027,Remove the limit on contract code size,Qi Zhou (@qizhou),Draft
5058,Lockable Non-Fungible Tokens,"Tyler (@radiocaca), Alex (@gojazdev), John (@sfumato00)",Draft
5081,Expirable Trainsaction,"Zainan Victor Zhou (@xinbenlv), Nick Johnson (@Arachnid), Konrad Feldmeier <[email protected]>",Draft
5115,SY Token,"Vu Nguyen (@mrenoon), Long Vuong (@UncleGrandpa925), Anton Buenavista (@ayobuenavista)",Draft
5139,Remote Procedure Call Provider Lists,Sam Wilson (@SamWilsn),Draft
5173,NFT Future Rewards (nFR),"Yale ReiSoleil (@longnshort), dRadiant (@dRadiant), D Wang, PhD <[email protected]>",Draft
5187,Extend EIP-1155 with rentable usage rights,DerivStudio (@DerivStudio),Draft
5218,NFT Rights Management,"James Grimmelmann (@grimmelm), Yan Ji (@iseriohn), Tyler Kell (@relyt29)",Draft
5247,Smart Contract Executable Proposal Interface,Zainan Victor Zhou (@xinbenlv),Draft
5334,EIP-721 User And Expires And Level Extension,Yan (@yan253319066),Draft
5437,Security Contact Interface,Zainan Zhou (@xinbenlv),Draft
5453,Endorsement - Permit for Any Functions,Zainan Victor Zhou (@xinbenlv),Draft
5485,"Legitimacy, Jurisdiction and Sovereignty",Zainan Victor Zhou (@xinbenlv),Draft
5501,Rental & Delegation NFT - EIP-721 Extension,"Jan Smrža (@smrza), David Rábel (@rabeles11), Tomáš Jan?a <[email protected]>, Jan Bureš (@JohnyX89), DOBBYLABS (@DOBBYLABS)",Draft
5521,Referable NFT,"Saber Yu (@OniReimu), Qin Wang <[email protected]>, Shange Fu <[email protected]>, Shiping Chen <[email protected]>, Sherry Xu <[email protected]>, Jiangshan Yu <[email protected]>",Draft
5539,Revocation List Registry,"Philipp Bolte (@strumswell), Lauritz Leifermann (@lleifermann), Dennis von der Bey (@DennisVonDerBey)",Draft
5554,"NFT Legal Use, Repurposing, and Remixing","Isaac Patka (@ipatka), COALA Licensing Taskforce <[email protected]>",Draft
5564,Stealth Addresses,"Toni Wahrstätter (@nerolation), Matt Solomon (@mds1), Ben DiFrancesco (@apbendi), Vitalik Buterin (@vbuterin)",Draft
5573,"Sign-In with Ethereum Capabilities, ReCaps","Oliver Terbu (@awoie), Jacob Ward (@cobward), Charles Lehner (@clehner), Sam Gbafa (@skgbafa), Wayne Chang (@wyc), Charles Cunningham (@chunningham)",Draft
5593,Restrict Ethereum Provider API Injection,"Yan Zhu (@diracdeltas), Brian R. Bondy (@bbondy), Andrea Brancaleoni (@thypon), Kyle Den Hartog (@kdenhartog)",Draft
5630,New approach for encryption / decryption,"Firn Protocol (@firnprotocol), Fried L. Trout, Weiji Guo (@weijiguo)",Draft
5635,NFT Licensing Agreements,"Timi (@0xTimi), 0xTriple7 (@ysqi)",Draft
5700,Bindable Token Interface,Leeren (@leeren),Draft
5719,Signature replacement interface,Agustin Aguilar (@Agusx1211),Draft
5727,Semi-Fungible Soulbound Token,"Austin Zhu (@AustinZhu), Terry Chen <[email protected]>",Draft
5744,Latent Fungible Token,"Cozy Finance (@cozyfinance), Tony Sheng (@tonysheng), Matt Solomon (@mds1), David Laprade (@davidlaprade), Payom Dousti (@payomdousti), Chad Fleming (@chad-js), Franz Chen (@Dendrimer)",Draft
5753,Lockable Extension for EIP-721,Filipp Makarov (@filmakarov),Draft
5791,Physical Backed Tokens,"2pmflow (@2pmflow), locationtba (@locationtba), Cameron Robertson (@ccamrobertson), cygaar (@cygaar)",Draft
5792,Wallet Function Call API,Moody Salem (@moodysalem),Draft
5806,Delegate transaction,Hadrien Croubois (@Amxx),Draft
5827,Auto-renewable allowance extension,"zlace (@zlace0x), zhongfu (@zhongfu), edison0xyz (@edison0xyz)",Draft
5850,Complex Numbers stored in `bytes32` types,Paul Edge (@genkifs),Draft
5851,On-Chain Verifiable Credentials,"Yu Liu (@yuliu-debond), Junyi Zhong (@Jooeys)",Draft
5883,Token Transfer by Social Recovery,"Erhard Dinhobl (@mrqc), Kevin Riedl (@wsdt)",Draft
5902,Smart Contract Event Hooks,Simon Brown (@orbmis),Draft
5988,Add Poseidon hash function precompile,"Abdelhamid Bakhta (@abdelhamidbakhta), Eli Ben Sasson (@Elistark), Avihu Levy (@avihu28), David Levit Gurevich (@DavidLevitGurevich)",Draft
6046,Replace SELFDESTRUCT with DEACTIVATE,Alex Beregszaszi (@axic),Draft
6047,ERC-721 Balance indexing via Transfer event,Zainan Victor Zhou (@xinbenlv),Draft
6051,Private Key Encapsulation,"Base Labs (@Base-Labs), Weiji Guo (@weiji-cryptonatty)",Draft
6110,Supply validator deposits on chain,"Mikhail Kalinin (@mkalinin), Danny Ryan (@djrtwo)",Draft
6123,Smart Derivative Contract,"Christian Fries (@cfries), Peter Kohl-Landgraf (@pekola), Alexandros Korpis (@kourouta)",Draft
6170,Cross-Chain Messaging Interface,Sujith Somraaj (@sujithsomraaj),Draft
6206,EOF - JUMPF instruction,"Andrei Maiboroda (@gumb0), Alex Beregszaszi (@axic), Pawe? Bylica (@chfast), Matt Garnett (@lightclient)",Draft
6224,Contracts Dependencies Registry,Artem Chystiakov (@arvolear),Draft
6268,Untransferability Indicator for EIP-1155,Yuki Aoki (@yuki-js),Draft
6315,ERC-2771 Account Abstraction,Gavin John (@Pandapip1),Draft
6327,Elastic Signature,George (@JXRow),Draft
6353,Charity token,"Aubay <[email protected]>, BOCA Jeabby (@bjeabby1507), EL MERSHATI Laith (@lth-elm), KEMP Elia (@eliakemp)",Draft
6366,Permission Token,"Chiro (@chiro-hiro), Victor Dusart (@vdusart)",Draft
6384,Human-readable offline signatures,"Tal Be'ery <[email protected]>, RoiV (@DeVaz1)",Draft
6404,SSZ Transactions Root,"Etan Kissling (@etan-status), Vitalik Buterin (@vbuterin)",Draft
6464,"Multi-operator, per-token ERC-721 approvals.","Cristian Espinoza (@crisgarner), Simon Fremaux (@dievardump), David Huber (@cxkoda), and Arran Schlosberg (@aschlosberg)",Draft
6465,SSZ Withdrawals Root,"Etan Kissling (@etan-status), Mikhail Kalinin (@mkalinin)",Draft
6466,SSZ Receipts Root,"Etan Kissling (@etan-status), Vitalik Buterin (@vbuterin)",Draft
6506,P2P Escrowed Governance Incentives,Josh Weintraub (@jhweintraub),Draft
6538,Stealth Meta-Address Registry,"Matt Solomon (@mds1), Toni Wahrstätter (@nerolation), Ben DiFrancesco (@apbendi), Vitalik Buterin (@vbuterin)",Draft
6551,Non-fungible Token Bound Accounts,"Jayden Windle (@jaydenwindle), Benny Giang <[email protected]>, Steve Jang, Druzy Downs (@druzydowns), Raymond Huynh (@huynhr), Alanah Lam <[email protected]>, Wilkins Chung (@wwhchung) <[email protected]>, Paul Sullivan (@sullivph) <[email protected]>",Draft
6596,Historical Asset Metadata JSON Schema,"Phillip Pon <[email protected]>, Gary Liu <[email protected]>, Henry Chan <[email protected]>, Joey Liu <[email protected]>, Lauren Ho <[email protected]>, Jeff Leung <[email protected]>, Yvan Fatal <[email protected]>, Brian Liang <[email protected]>, Seungyong Moon <[email protected]>, Joyce Li <[email protected]>, Phoebe Kwok <[email protected]>, Avir Mahtani <[email protected]>, Zeon Chan <[email protected]>, Antoine Cote <[email protected]>, David Leung (@dhl)",Draft
6617,Bit Based Permission,"Chiro (@chiro-hiro), Victor Dusart (@vdusart)",Draft
6662,AA Account Metadata For Authentication,"Shu Dong (@dongshu2013), Zihao Chen (@zihaoccc), Peter Chen (@pette1999)",Draft
6780,SELFDESTRUCT only in same transaction,"Guillaume Ballet (@gballet), Vitalik Buterin (@vbuterin), Dankrad Feist (@dankrad)",Draft
6785,ERC-721 Utilities Information Extension,"Otniel Nicola (@OT-kthd), Bogdan Popa (@BogdanKTHD)",Draft
6786,Registry for royalties payment for NFTs,"Otniel Nicola (@OT-kthd), Bogdan Popa (@BogdanKTHD)",Draft
6787,Order Book DEX with Two Phase Withdrawal,"Jessica (@qizheng09), Roy (@royshang), Jun (@SniperUsopp)",Draft
6789,Rename gas to mana,Pascal Caversaccio (@pcaversaccio),Draft
6806,ERC-721 Holding Time Tracking,"Saitama (@saitama2009), Combo <[email protected]>, Luigi <[email protected]>",Draft
6810,Ex Post Facto Cascading Revert,William Morriss (@wjmelements),Draft
6811,To The Moon—10 Minute Blocks,Pandapip1 (@Pandapip1),Draft
6821,Support ENS Name for Web3 URL,"Qi Zhou (@qizhou), Qiang Zhu (@qzhodl)",Draft
6823,Token Mapping Slot Retrieval Extension,qdqd (@qd-qd) <[email protected]>,Draft
6865,On-Chain EIP-712 Visualization,Abderrahmen Hanafi (@a6-dou),Draft
6888,Math checking in EVM,Renan Rodrigues de Souza (@RenanSouza2),Draft
6900,Modular Smart Contract Accounts and Plugins,"Adam Egyed (@adamegyed), Fangting Liu (@trinity-0111)",Draft
6909,Minimal Multi-Token Interface,Joshua Trujillo (@jtriley),Draft
6913,SETCODE instruction,William Morriss (@wjmelements),Draft
6944,ERC-5219 Resolve Mode,"Gavin John (@Pandapip1), Qi Zhou (@qizhou)",Draft
6956,Asset-bound Non-Fungible Tokens,"Thomas Bergmueller (@tbergmueller), Lukas Meyer (@ibex-technology)",Draft
6960,Dual Layer Token,"Adam Boudjemaa (@aboudjem), Mohamad Hammoud (@mohamadhammoud), Nawar Hisso (@nawar-hisso), Khawla Hassan (@khawlahssn), Mohammad Zakeri Rad (@zakrad), Ashish Sood <[email protected]>",Draft
6963,Multi Injected Provider Discovery,"Pedro Gomes (@pedrouid), Kosala Hemachandra (@kvhnuke), Richard Moore (@ricmoo), Gregory Markou (@GregTheGreek), Kyle Den Hartog (@kdenhartog), Glitch (@glitch-txs), Jake Moxey (@jxom), Pierre Bertet (@bpierre), Darryl Yeo (@darrylyeo), Yaroslav Sergievsky (@everdimension)",Draft
6968,Contract Secured Revenue on an EVM based L2,"Zak Cole <[email protected]>, Zak Cole (@zscole), Kevin Owocki <[email protected]>, Lightclient <[email protected]>",Draft
6981,Reserved Ownership Accounts,"Paul Sullivan (@sullivph) <[email protected]>, Wilkins Chung (@wwchung) <[email protected]>, Kartik Patel (@Slokh) <[email protected]>",Draft
6982,Efficient Default Lockable Tokens,"Francesco Sullo (@sullof), Alexe Spataru (@urataps)",Draft
6988,Elected block proposer has not been slashed,Mikhail Kalinin (@mkalinin),Draft
7007,Zero-Knowledge AI-Generated Content Token,"Cathie So (@socathie), Xiaohang Yu (@xhyumiracle), Huaizhe Xu (@HuaizheXu), Kartin <[email protected]>",Draft
7015,NFT Creator Attribution,Carlos Flores (@strollinghome),Draft
7045,Increase max attestation inclusion slot,Danny Ryan (@djrtwo),Draft
7053,Interoperable Digital Media Indexing,"Bofu Chen (@bafu), Tammy Yang (@tammyyang)",Draft
7069,Revamped CALL instructions,"Alex Beregszaszi (@axic), Pawe? Bylica (@chfast), Danno Ferrin (@shemnon), Andrei Maiboroda (@gumb0)",Draft
86,Abstraction of transaction origin and signature,Vitalik Buterin (@vbuterin),Stagnant
101,Serenity Currency and Crypto Abstraction,Vitalik Buterin (@vbuterin),Stagnant
107,"safe ""eth_sendTransaction"" authorization via html popup",Ronan Sandford (@wighawag),Stagnant
205,ENS support for contract ABIs,Nick Johnson <[email protected]>,Stagnant
210,Blockhash refactoring,Vitalik Buterin (@vbuterin),Stagnant
233,Formal process of hard forks,Alex Beregszaszi (@axic),Stagnant
615,Subroutines and Static Jumps for the EVM,"Greg Colvin <[email protected]>, Brooklyn Zelenka (@expede), Pawe? Bylica (@chfast), Christian Reitwiessner (@chriseth)",Stagnant
616,SIMD Operations for the EVM,Greg Colvin <[email protected]>,Stagnant
634,Storage of text records in ENS,Richard Moore (@ricmoo),Stagnant
665,Add precompiled contract for Ed25519 signature verification,Tobias Oberstein <[email protected]>,Stagnant
689,Address Collision of Contract Address Causes Exceptional Halt,Yoichi Hirai <[email protected]>,Stagnant
698,OPCODE 0x46 BLOCKREWARD,Cody Burns <[email protected]>,Stagnant
758,Subscriptions and filters for completed transactions,Jack Peterson <[email protected]>,Stagnant
801,Canary Standard,ligi <[email protected]>,Stagnant
823,Token Exchange Standard,Kashish Khullar <[email protected]>,Stagnant
831,URI Format for Ethereum,ligi (@ligi),Stagnant
858,Reduce block reward and delay difficulty bomb,Carl Larson <[email protected]>,Stagnant
867,Standardized Ethereum Recovery Proposals,"Dan Phifer <[email protected]>, James Levy <[email protected]>, Reuben Youngblom <[email protected]>",Stagnant
884,DGCL Token,Dave Sag <[email protected]>,Stagnant
897,DelegateProxy,"Jorge Izquierdo <[email protected]>, Manuel Araoz <[email protected]>",Stagnant
900,Simple Staking Interface,"Dean Eigenmann <[email protected]>, Jorge Izquierdo <[email protected]>",Stagnant
902,Token Validation,"Brooklyn Zelenka (@expede), Tom Carchrae (@carchrae), Gleb Naumenko (@naumenkogs)",Stagnant
918,Mineable Token Standard,"Jay Logelin <[email protected]>, Infernal_toast <[email protected]>, Michael Seiler <[email protected]>, Brandon Grill <[email protected]>",Stagnant
926,Address metadata registry,Nick Johnson <[email protected]>,Stagnant
927,Generalised authorisations,Nick Johnson <[email protected]>,Stagnant
969,Modifications to ethash to invalidate existing dedicated hardware implementations,David Stanfill <[email protected]>,Stagnant
1010,Uniformity Between 0xAb5801a7D398351b8bE11C439e05C5B3259aeC9B and 0x15E55EF43efA8348dDaeAa455F16C43B64917e3c,Anderson Wesley (@andywesley),Stagnant
1011,Hybrid Casper FFG,"Danny Ryan (@djrtwo), Chih-Cheng Liang (@ChihChengLiang)",Stagnant
1015,Configurable On Chain Issuance,Alex Van de Sande <[email protected]>,Stagnant
1051,Overflow checking for the EVM,Nick Johnson <[email protected]>,Stagnant
1056,Ethereum Lightweight Identity,"Pelle Braendgaard <[email protected]>, Joel Torstensson <[email protected]>",Stagnant
1057,"ProgPoW, a Programmatic Proof-of-Work","Greg Colvin <[email protected]>, Andrea Lanfranchi (@AndreaLanfranchi), Michael Carter (@bitsbetrippin), IfDefElse <[email protected]>",Stagnant
1062,Formalize IPFS hash into ENS(Ethereum Name Service) resolver,"Phyrex Tsai <[email protected]>, Portal Network Team",Stagnant
1066,Status Codes,"Brooklyn Zelenka (@expede), Tom Carchrae (@carchrae), Gleb Naumenko (@naumenkogs)",Stagnant
1077,Gas relay for contract calls,"Alex Van de Sande <[email protected]>, Ricardo Guilherme Schmidt (@3esmit)",Stagnant
1078,Universal login / signup using ENS subdomains,Alex Van de Sande <[email protected]>,Stagnant
1080,Recoverable Token,Bradley Leatherwood <[email protected]>,Stagnant
1081,Standard Bounties,"Mark Beylin <[email protected]>, Kevin Owocki <[email protected]>, Ricardo Guilherme Schmidt (@3esmit)",Stagnant
1087,Net gas metering for SSTORE operations,Nick Johnson (@arachnid),Stagnant
1102,Opt-in account exposure,"Paul Bouchon <[email protected]>, Erik Marks (@rekmarks)",Stagnant
1109,PRECOMPILEDCALL opcode (Remove CALL costs for precompiled contracts),Jordi Baylina (@jbaylina),Stagnant
1129,Standardised DAPP announcements,Jan Turk (@ThunderDeliverer),Stagnant
1132,Extending ERC20 with token locking capability,nitika-goel <[email protected]>,Stagnant
1175,Wallet & shop standard for all tokens (erc20),Jet Lim (@Nitro888),Stagnant
1178,Multi-class Token Standard,Albert Chon <[email protected]>,Stagnant
1186,RPC-Method to get Merkle Proofs - eth_getProof,"Simon Jentzsch <[email protected]>, Christoph Jentzsch <[email protected]>",Stagnant
1203,ERC-1203 Multi-Class Token Standard (ERC-20 Extension),"Jeff Huang <[email protected]>, Min Zu <[email protected]>",Stagnant
1207,DAuth Access Delegation Standard,"Xiaoyu Wang (@wxygeek), Bicong Wang (@Wangbicong)",Stagnant
1227,Defuse Difficulty Bomb and Reset Block Reward,SmeargleUsedFly (@SmeargleUsedFly),Stagnant
1261,Membership Verification Token (MVT),"Chaitanya Potti (@chaitanyapotti), Partha Bhattacharya (@pb25193)",Stagnant
1276,Eliminate Difficulty Bomb and Adjust Block Reward on Constantinople Shift,EOS Classic (@eosclassicteam),Stagnant
1285,Increase Gcallstipend gas in the CALL opcode,"Ben Kaufman <[email protected]>, Adam Levi <[email protected]>",Stagnant
1295,Modify Ethereum PoW Incentive Structure and Delay Difficulty Bomb,Brian Venturo (@atlanticcrypto),Stagnant
1319,Smart Contract Package Registry Interface,"Piper Merriam <[email protected]>, Christopher Gewecke <[email protected]>, g. nicholas d'andrea <[email protected]>, Nick Gheorghita (@njgheorghita)",Stagnant
1337,Subscriptions on the blockchain,"Kevin Owocki <[email protected]>, Andrew Redden <[email protected]>, Scott Burke <[email protected]>, Kevin Seagraves <[email protected]>, Luka Kacil <[email protected]>, Štefan Šimec <[email protected]>, Piotr Kosi?ski (@kosecki123), ankit raj <[email protected]>, John Griffin <[email protected]>, Nathan Creswell <[email protected]>",Stagnant
1352,Specify restricted address range for precompiles/system contracts,Alex Beregszaszi (@axic),Stagnant
1380,Reduced gas cost for call to self,"Alex Beregszaszi (@axic), Jacques Wagener (@jacqueswww)",Stagnant
1386,Attestation management contract,"Weiwu Zhang <[email protected]>, James Sangalli <[email protected]>",Stagnant
1387,Merkle Tree Attestations with Privacy enabled,"Weiwu Zhang <[email protected]>, James Sangalli <[email protected]>",Stagnant
1388,Attestation Issuers Management List,"Weiwu Zhang <[email protected]>, James Sangalli <[email protected]>",Stagnant
1417,Poll Standard,"Chaitanya Potti (@chaitanyapotti), Partha Bhattacharya (@pb25193)",Stagnant
1438,dApp Components (avatar) & Universal Wallet,Jet Lim (@Nitro888),Stagnant
1444,Localized Messaging with Signal-to-Text,"Brooklyn Zelenka (@expede), Jennifer Cooper (@jenncoop)",Stagnant
1450,ERC-1450 A compatible security token for issuing and trading SEC-compliant securities,"John Shiple (@johnshiple), Howard Marks <[email protected]>, David Zhang <[email protected]>",Stagnant
1462,Base Security Token,"Maxim Kupriianov <[email protected]>, Julian Svirsky <[email protected]>",Stagnant
1470,Smart Contract Weakness Classification (SWC),Gerhard Wagner (@thec00n),Stagnant
1474,Remote procedure call specification,"Paul Bouchon <[email protected]>, Erik Marks (@rekmarks)",Stagnant
1482,Define a maximum block timestamp drift,Maurelian (@Maurelian),Stagnant
1484,Digital Identity Aggregator,"Anurag Angara <[email protected]>, Andy Chorlian <[email protected]>, Shane Hampton <[email protected]>, Noah Zinsmeister <[email protected]>",Stagnant
1485,TEthashV1,"trustfarm <[email protected]>, trustfarm <[email protected]>",Stagnant
1491,Human Cost Accounting Standard (Like Gas but for humans),Iamnot Chris (@cohabo),Stagnant
1504,Upgradable Smart Contract,"Kaidong Wu <[email protected]>, Chuqiao Ren <[email protected]>, Ruthia He <[email protected]>, Yun Ma <[email protected]>, Xuanzhe Liu <[email protected]>",Stagnant
1523,Standard for Insurance Policies as ERC-721 Non Fungible Tokens,Christoph Mussenbrock (@christoph2806),Stagnant
1571,EthereumStratum/2.0.0,"Andrea Lanfranchi (@AndreaLanfranchi), Pawel Bylica (@chfast), Marius Van Der Wijden (@MariusVanDerWijden)",Stagnant
1577,contenthash field for ENS,"Dean Eigenmann <[email protected]>, Nick Johnson <[email protected].domains>",Stagnant
1581,Non-wallet usage of keys derived from BIP-32 trees,Michele Balistreri (@bitgamma),Stagnant
1588,Hardfork Meta: Ethereum ProgPoW,Ikmyeong Na (@naikmyeong),Stagnant
1592,Address and ERC20-compliant transfer rules,"Cyril Lapinte <[email protected]>, Laurent Aapro <[email protected]>",Stagnant
1613,Gas stations network,"Yoav Weiss <[email protected]>, Dror Tirosh <[email protected]>, Alex Forshtat <[email protected]>",Stagnant
1616,Attribute Registry Standard,"0age (@0age), Santiago Palladino (@spalladino), Leo Arias (@elopio), Alejo Salles (@fiiiu), Stephane Gosselin (@thegostep)",Stagnant
1620,Money Streaming,Paul Berg (@PaulRBerg),Stagnant
1633,Re-Fungible Token Standard (RFT),"Billy Rennekamp (@okwme), Dan Long <[email protected]>, Kiryl Yermakou <[email protected]>, Nate van der Ende <[email protected]>",Stagnant
1681,Temporal Replay Protection,Martin Holst Swende (@holiman),Stagnant
1702,Generalized Account Versioning Scheme,Wei Tang (@sorpaas),Stagnant
1710,URL Format for Web3 Browsers,Bruno Barbieri (@brunobar79),Stagnant
1753,Smart Contract Interface for Licences,"Lucas Cullen (@BitcoinBrisbane), Kai Yeung (@CivicKai), Anna Crowley <[email protected]>, Caroline Marshall <[email protected]>, Katrina Donaghy <[email protected]>",Stagnant
1761,Scoped Approval Interface,"Witek Radomski <[email protected]>, Andrew Cooke <[email protected]>, James Therien <[email protected]>, Eric Binet <[email protected]>",Stagnant
1767,GraphQL interface to Ethereum node data,"Nick Johnson (@arachnid), Raúl Kripalani (@raulk), Kris Shinn (@kshinn)",Stagnant
1775,"App Keys, application specific wallet accounts","Vincent Eli (@Bunjin), Dan Finlay (@DanFinlay)",Stagnant
1803,Rename opcodes for clarity,Alex Beregszaszi (@axic),Stagnant
1812,Ethereum Verifiable Claims,Pelle Braendgaard (@pelle),Stagnant
1822,Universal Upgradeable Proxy Standard (UUPS),"Gabriel Barros <[email protected]>, Patrick Gallagher <[email protected]>",Stagnant
1829,Precompile for Elliptic Curve Linear Combinations,Remco Bloemen <[email protected]>,Stagnant
1844,ENS Interface Discovery,Nick Johnson (@arachnid),Stagnant
1872,Ethereum Network Upgrade Windows,Danno Ferrin (@shemnon),Stagnant
1895,Support for an Elliptic Curve Cycle,Alexandre Belling <[email protected]>,Stagnant
1900,dType - Decentralized Type System for EVM,"Loredana Cirstea (@loredanacirstea), Christian Tzurcanu (@ctzurcanu)",Stagnant
1901,Add OpenRPC Service Discovery To JSON-RPC Services,"Shane Jonas (@shanejonas), Zachary Belford (@belfordz)",Stagnant
1921,dType Functions Extension,"Loredana Cirstea (@loredanacirstea), Christian Tzurcanu (@ctzurcanu)",Stagnant
1922,zk-SNARK Verifier Standard,"Michael Connor <[email protected]>, Chaitanya Konda <[email protected]>, Duncan Westland <[email protected]>",Stagnant
1923,zk-SNARK Verifier Registry Standard,"Michael Connor <[email protected]>, Chaitanya Konda <[email protected]>, Duncan Westland <[email protected]>",Stagnant
1930,CALLs with strict gas semantic. Revert if not enough gas available.,Ronan Sandford (@wighawag),Stagnant
1948,Non-fungible Data Token,"Johann Barbie (@johannbarbie), Ben Bollen <[email protected]>, pinkiebell (@pinkiebell)",Stagnant
1959,New Opcode to check if a chainID is part of the history of chainIDs,Ronan Sandford (@wighawag),Stagnant
1962,EC arithmetic and pairings with runtime definitions,Alex Vlasov (@shamatar),Stagnant
1965,Method to check if a chainID is valid at a specific block Number,Ronan Sandford (@wighawag),Stagnant
1973,Scalable Rewards,"Lee Raj (@lerajk), Qin Jian (@qinjian)",Stagnant
1985,Sane limits for certain EVM parameters,"Alex Beregszaszi (@axic), Pawe? Bylica (@chfast)",Stagnant
1996,Holdable Token,"Julio Faura <[email protected]>, Fernando Paris <[email protected]>, Daniel Lehrner <[email protected]>",Stagnant
2003,EVMC modules for implementations of precompiled contracts,"Pawe? Bylica (@chfast), Alex Beregszaszi (@axic)",Stagnant
2009,Compliance Service,Daniel Lehrner <[email protected]>,Stagnant
2014,Extended State Oracle,Alex Beregszaszi (@axic),Stagnant
2018,Clearable Token,"Julio Faura <[email protected]>, Fernando Paris <[email protected]>, Daniel Lehrner <[email protected]>",Stagnant
2019,Fundable Token,"Fernando Paris <[email protected]>, Julio Faura <[email protected]>, Daniel Lehrner <[email protected]>",Stagnant
2020,E-Money Standard Token,"Julio Faura <[email protected]>, Fernando Paris <[email protected]>, Daniel Lehrner <[email protected]>",Stagnant
2021,Payoutable Token,"Fernando Paris <[email protected]>, Julio Faura <[email protected]>, Daniel Lehrner <[email protected]>",Stagnant
2026,State Rent H - Fixed Prepayment for accounts,Alexey Akhunov (@AlexeyAkhunov),Stagnant
2027,State Rent C - Net contract size accounting,Alexey Akhunov (@AlexeyAkhunov),Stagnant
2029,State Rent A - State counters contract,Alexey Akhunov (@AlexeyAkhunov),Stagnant
2031,State Rent B - Net transaction counter,Alexey Akhunov (@AlexeyAkhunov),Stagnant
2035,Stateless Clients - Repricing SLOAD and SSTORE to pay for block proofs,Alexey Akhunov (@AlexeyAkhunov),Stagnant
2045,Particle gas costs for EVM opcodes,"Casey Detrio (@cdetrio), Alex Beregszaszi (@axic)",Stagnant
2046,Reduced gas cost for static calls made to precompiles,Alex Beregszaszi (@axic),Stagnant
2069,Recommendation for using YAML ABI in ERCs/EIPs,Alex Beregszaszi (@axic),Stagnant
2070,Hardfork Meta: Berlin,Alex Beregszaszi (@axic),Stagnant
2157,dType Storage Extension - Decentralized Type System for EVM,"Loredana Cirstea (@loredanacirstea), Christian Tzurcanu (@ctzurcanu)",Stagnant
2193,dType Alias Extension - Decentralized Type System,"Loredana Cirstea (@loredanacirstea), Christian Tzurcanu (@ctzurcanu)",Stagnant
2242,Transaction Postdata,John Adler (@adlerjohn),Stagnant
2256,wallet_getOwnedAssets JSON-RPC Method,Loredana Cirstea (@loredanacirstea),Stagnant
2304,Multichain address resolution for ENS,Nick Johnson <[email protected]>,Stagnant
2327,BEGINDATA opcode,Martin Lundfall (@MrChico),Stagnant
2330,EXTSLOAD opcode,"Dominic Letz (@dominicletz), Santiago Palladino (@spalladino)",Stagnant
2333,BLS12-381 Key Generation,Carl Beekhuizen <[email protected]>,Stagnant
2334,BLS12-381 Deterministic Account Hierarchy,Carl Beekhuizen <[email protected]>,Stagnant
2335,BLS12-381 Keystore,Carl Beekhuizen <[email protected]>,Stagnant
2378,EIPs Eligible for Inclusion,James Hancock (@MadeofTin),Stagnant
2386,Ethereum 2 Hierarchical Deterministic Walletstore,Jim McDonald <[email protected]>,Stagnant
2390,Geo-ENS,James Choncholas (@james-choncholas),Stagnant
2400,Transaction Receipt URI,"Ricardo Guilherme Schmidt (@3esmit), Eric Dvorsak (@yenda)",Stagnant
2470,Singleton Factory,Ricardo Guilherme Schmidt (@3esmit),Stagnant
2474,Coinbase calls,Ricardo Guilherme Schmidt (@3esmit),Stagnant
